"Species","code","family","group","nat.inv","morph.mass.mg","chem.mass.mg","set.time.mpsec","height.cm","shape.m","size.mm.m","area.mm2.m","shape.c","size.mm.c","area.mm2.c","appendage type","smooth.coarse","appendage","prop.C","prop.N","cn","ldd","disp","ldd2","wing.loading.c","wing.loading.m","coat.perm.perc","E.S","coat.thick","fruit.thick","both.thick","mucilage","fleshy.end","starchy.end"
"Gilia latiflora ssp. davyi","GILLATD","Polemoniaceae","forb","native",2.1525,2.1525,181.430462955495,20,0.0277077565600981,1.074628415,2.13070262,0.0277077565600981,1.074628415,2.13070262,"no appendage",1,"none",0.511631248129303,0.0284705178090392,17.9705634987384,1,"unassisted","unassisted",1.01023013713664,1.01023013713664,551.691342253974,0.84394778316736,0.0068,NA,NA,1,1,0
"Gilia tricolor","GILTRI","Polemoniaceae","forb","native",3.975,3.975,209.579394592804,12.325,0.0288470795121544,1.20535634,2.66760036,0.0288470795121544,1.20535634,2.66760036,"no appendage",1,"none",0.448650154798762,0.0284613003095975,15.7635157184815,1,"unassisted","unassisted",1.49010326269412,1.49010326269412,1182.45039289353,0.867879219659324,0.0098,NA,NA,1,1,0
"Helianthus annuus","HELANN","Asteraceae","forb","native",55.59,55.59,204.366480669516,223.5192857,0.0839737926693468,4.3406122,22.0465862,0.0839737926693468,4.3406122,22.0465862,"no appendage",0,"none",0.511899070385126,0.0213227091633466,24.0072247135027,4,"adhesive","adhesive",2.52147881289667,2.52147881289667,19.7767108087378,1,NA,0.1474,NA,0,NA,NA
"Helianthus deserticola","HELDES","Asteraceae","forb","native",30.4,30.4,204.935882152558,25,0.123533951175987,5.3443373,22.416955,0.123533951175987,5.3443373,22.416955,"no appendage",0,"none",0.569720575783235,0.036734405870731,15.5091817134076,0,"unknown","unknown",1.35611638601228,1.35611638601228,34.7869042198544,1,NA,0.0888,NA,0,NA,NA
"Helianthus niveus","HELNIV","Asteraceae","forb","native",26.59,26.59,191.837882625835,100.584,0.0966404969972069,5.0917442,25.507161,0.0966404969972069,5.0917442,25.507161,"no appendage",0,"none",0.538629522894653,0.0433045148895293,12.4381839692399,0,"unknown","unknown",1.04245235289023,1.04245235289023,93.3057926786856,1,NA,0.094,NA,0,NA,NA
"Helianthus niveus ssp. canescens","HELNIVC","Asteraceae","forb","native",21.96,21.96,206.865148448923,152.4,0.120847216447849,4.01046865,12.7500464,0.120847216447849,4.01046865,12.7500464,"no appendage",0,"none",0.556387496313772,0.03552934237688,15.6599435590969,0,"unknown","unknown",1.72234667318544,1.72234667318544,41.4855088571419,1,NA,0.0866,NA,0,NA,NA
"Helianthus petiolaris ssp. fallax","HELPETF","Asteraceae","forb","native",21.79,21.79,203.919997930987,182.88,0.1047183526621,3.8753092,13.9302784,0.1047183526621,3.8753092,13.9302784,"no appendage",0,"none",0.566558372952985,0.0394479661912309,14.3621694007365,0,"unknown","unknown",1.56421855861833,1.56421855861833,15.6243831742092,1,NA,0.0752,NA,0,NA,NA
"Heliomeris longifolia var. annua","HELLONA","Asteraceae","forb","native",3.582,3.582,193.419783002504,43,0.117106319849417,2.2135129,3.66637918,0.117106319849417,2.2135129,3.66637918,"no appendage",0,"none",0.566835138387485,0.0382851985559567,14.8055948451988,0,"unknown","unknown",0.97698569191635,0.97698569191635,49.8188106403937,1,NA,0.0308,NA,0,NA,NA
"Hemizonia congesta","HEMCON","Asteraceae","forb","native",14.16,14.16,221.729296627423,37.7,0.0646660274433142,2.61012835,8.8436922,0.0646660274433142,2.61012835,8.8436922,"no appendage",0,"none",0.490171065476764,0.0325950101099159,15.2073155972395,1,"unassisted","unassisted",1.60114120661052,1.60114120661052,54.9342569573233,1,NA,0.044,NA,0,NA,NA
"Herniaria hirsuta",NA,"Caryophyllaceae","forb","invasive",0.752666666666667,0.752666666666667,143.881764418897,12,0.00953514633234164,0.620404,0.88684364,0.00953514633234164,0.620404,0.88684364,"no appendage",0,"none",NA,NA,NA,4,"adhesive","adhesive",0.848702784480325,0.848702784480325,NA,1.98024451217205,0.0078,NA,NA,0,0,1
"Hesperocnide tenella","HESTEN","Urticaceae","forb","native",1.2366,1.2366,119.553463900305,25,0.0535324607216851,1.1632573,2.04390338,0.0535324607216851,1.1632573,2.04390338,"no appendage",1,"none",0.496316267797637,0.0349136625265071,14.2155314533623,0,"unknown","unknown",0.605018814539071,0.605018814539071,58.1850981234685,1,0.0444,NA,NA,0,0,0
"Heterotheca sessiliflora","HETSES","Asteraceae","forb","native",7.088,5.5601,96.9622029055868,45,0.0363678687077175,10.1436049,80.3492816,0.114250404465958,3.6958352,10.4072552,"elongated appendage",1,"plume",0.479905714285714,0.0339457142857143,14.1374463429004,2,"wind","wind",0.534252297378083,0.0882148521910369,83.5106519623499,1,NA,0.0428,NA,0,NA,NA
"Holocarpha virgata","HOLVIR","Asteraceae","forb","native",19.2888888888889,19.2888888888889,204.955998096435,31.65,0.091028303028143,3.5628914,12.5797861,0.091028303028143,3.5628914,12.5797861,"no appendage",0,"none",0.556614654002714,0.042072591587517,13.2298637426429,4,"adhesive","adhesive",1.53332407527095,1.53332407527095,69.5818903894017,1,NA,0.1949,NA,0,NA,NA
"Hordeum intercedens","HORINT","Poaceae","grass","native",29.79,27.52,207.722743568349,22.5,0.187236866298548,15.572139,32.1569154,0.124756116031154,5.0407826,16.817822,"elongated appendage",1,"awn",0.416804714877349,0.0228767123287671,18.2196072970338,4,"adhesive","adhesive",1.63635933356888,0.926394824548377,66.005540587893,0.340143316675377,NA,NA,0.0808,0,0,1
"Hordeum murinum","HORMUR","Poaceae","grass","invasive",95.16,74.55,206.259398034969,32.22692308,0.202932538916815,49.2179775,90.018156,0.122461814941188,6.54304635,31.4008616,"elongated appendage",1,"awn",0.409963057686843,0.0231969309462916,17.6731593776798,4,"adhesive","adhesive",2.37413867650052,1.05712007697647,68.4781630419138,0.305125734870425,NA,NA,0.0562,0,0,1
"Hypochaeris glabra","HYPGLA","Asteraceae","forb","invasive",7.47205,4.95215,128.489544953884,27.25792685,0.0721568390324254,14.120838,67.006566,0.151979938495577,3.3302399,5.15688938,"elongated appendage",1,"plume",0.489033834586466,0.0331315789473684,14.7603540224668,4,"adhesive","adhesive",0.960297891827185,0.111512206132157,79.5266436065243,1,0.0051,NA,NA,0,NA,NA
"Laennecia coulteri","LAECOU","Asteraceae","forb","native",0.3259,0.3259,74.5567582769541,80,0.0710923644308686,0.97935196,1.2191154,0.0710923644308686,0.97935196,1.2191154,"elongated appendage",0,"pappus",0.537793572311496,0.0363813349814586,14.7821285993375,2,"wind","wind",0.267324980063413,0.267324980063413,52.3688859058532,1,8e-04,NA,NA,0,NA,NA
"Lagophylla minor","LAGMIN","Asteraceae","forb","native",3.4951,3.4951,110.043450125113,12.35,0.110842764212605,2.38190825,4.43068314,0.110842764212605,2.38190825,4.43068314,"no appendage",0,"none",0.512894736842105,0.0490853658536585,10.4490356325597,0,"unknown","unknown",0.788839980102933,0.788839980102933,81.5558437961532,1,NA,0.0326,NA,0,NA,NA
"Langloisia setosissima ssp. punctata","LANSETP","Polemoniaceae","forb","native",2.7034,2.7034,166.324107932121,8.89,0.05194943980241,1.44243935,2.97787776,0.05194943980241,1.44243935,2.97787776,"no appendage",0,"none",0.454990366088632,0.0287971373520506,15.7998470655706,0,"unknown","unknown",0.907827727623044,0.907827727623044,760.616796963225,0.890683935967576,0.0264,NA,NA,0,NA,NA
"Lasthenia californica","LASCAL","Asteraceae","forb","native",1.5367,1.5367,131.724187755752,11.3699358975,0.138205258612935,3.4764781,5.22012303,0.144358159041116,2.53787086944445,3.17951438,"elongated appendage",1,"pappus",0.470237654320988,0.0421111111111111,11.166593374377,2,"ant","ant",0.483312800742861,0.294380034947184,42.7333497869483,1,NA,0.0202,NA,0,NA,NA
"Lasthenia coronaria","LASCOR","Asteraceae","forb","native",1.0479,1.0479,105.762104352673,40,0.124472788906324,2.68546305,3.64163598,0.153914284667023,2.18717045,2.02801860222222,"flat appendage",1,"pappus",0.51165429808287,0.0324242424242424,15.7799923707801,1,"unassisted","unassisted",0.516711236697609,0.28775528519465,27.4411810031862,1,NA,0.0084,NA,0,NA,NA
"Lasthenia minor","LASMIN","Asteraceae","forb","native",1.0278,1.0278,99.6767977856882,35,0.134310062598602,2.6522271,4.06934744,0.131500400153341,2.18091007142857,3.09267514285714,"flat appendage",1,"pappus",0.479605543710021,0.0410047974413646,11.6963275918102,1,"unassisted","unassisted",0.332333644021362,0.252571208321303,56.7365733744337,1,0.0146,NA,NA,0,NA,NA
"Layia glandulosa","LAYGLA","Asteraceae","forb","native",8.92,6.747,147.471592711393,31.5,0.0816612536484986,7.3340615,33.107781,0.138536509308726,3.99052722222222,7.49941873333333,"elongated appendage",1,"pappus",0.55680421172453,0.0250682982356289,22.2114882506527,2,"wind","wind",0.899669726403063,0.269423070063197,76.8814301029718,1,0.046,NA,NA,0,NA,NA
"Layia platyglossa","LAYPLA","Asteraceae","forb","native",5.9047,5.9047,162.246284150085,23.2333333333333,0.10507816748494,5.3155328,15.0115362,0.126374028980547,3.37455465,6.8720558,"elongated appendage",1,"pappus",0.523498513379584,0.0389626693095474,13.4358996099712,2,"wind","wind",0.85923341891374,0.393344153545058,68.9364506335828,1,0.0342,NA,NA,0,NA,NA
"Lepidium dictyotum","LEPDIC","Brassicaceae","forb","native",4.8807,4.8807,212.457968570913,7.5,0.0730901536799969,1.5288527,3.29561784,0.0730901536799969,1.5288527,3.29561784,"no appendage",1,"none",0.478552743815752,0.0351464316178561,13.615969581749,1,"unassisted","unassisted",1.48096661595933,1.48096661595933,2855.11240091622,1,0.0238,NA,NA,1,NA,NA
"Lepidium lasiocarpum","LEPLAS","Brassicaceae","forb","native",12.564,3.2491,189.218301156976,20,0.112336437174868,3.16406035,13.56148068,0.0731691201074376,1.5222056,3.32939472,"balloon structure",0,"balloon",0.504785333751175,0.0421059229081793,11.9884638285204,1,"unassisted","unassisted",0.975883087842465,0.926447509417534,100.166223198873,1,0.0192,NA,NA,1,NA,NA
"Lepidium nitidum","LEPNIT","Brassicaceae","forb","native",7.18075,7.18075,228.185666183914,6.14625,0.0662097771861127,1.841270375,4.97209766,0.0662097771861127,1.841270375,4.97209766,"no appendage",0,"none",0.464559315869085,0.0358857962875792,12.9818934925997,1,"unassisted","unassisted",1.44420936414189,1.44420936414189,2901.17614701528,0.978624359942763,0.0186,NA,NA,1,0,0
"Leptosiphon montanus","LEPMON","Polemoniaceae","forb","native",12.4971,12.4971,165.34436389549,35,0.0817317771493652,2.71869895,9.0773826,0.0817317771493652,2.71869895,9.0773826,"no appendage",1,"none",0.459900682805711,0.0494382371198014,9.30252997677193,0,"unknown","unknown",1.37672945503035,1.37672945503035,794.728037843036,0.922478827173845,0.0128,NA,NA,1,1,0
"Leptosyne bigelovii","LEPBIG","Asteraceae","forb","native",12.6029,12.6029,109.023567384641,20,0.128827387003536,7.6442634,37.6024816,0.128827387003536,7.6442634,37.6024816,"elongated appendage",1,"pappus",0.498761517615176,0.018260162601626,27.3141881864055,2,"wind","wind",0.335161389986559,0.335161389986559,81.2942469559015,1,0.0098,0.0292,0.039,0,NA,NA
"Lesquerella gordonii","LESGOR","Brassicaceae","forb","native",7.4293,7.4293,183.333793200284,41,0.0629679296999996,1.5864617,5.08815684,0.0629679296999996,1.5864617,5.08815684,"no appendage",0,"none",0.525044722719141,0.0404472271914132,12.9809818664308,0,"unknown","unknown",1.46011615475281,1.46011615475281,605.57979228796,1,0.0162,NA,NA,1,NA,NA
"Linanthus bigelovii","LINBIG","Polemoniaceae","forb","native",1.6802,1.6802,140.542494276233,12.5,0.0234089055815578,1.5155583,4.3101068,0.0234089055815578,1.5155583,4.3101068,"balloon structure",0,"balloon",0.509086727989488,0.0221090670170828,23.0261515601783,0,"unknown","unknown",0.389827927233729,0.389827927233729,99.2389619255491,0.920478936094802,0.0116,NA,NA,0,1,0
"Linanthus dichotomus","LINDIC","Polemoniaceae","forb","native",0.6679,0.6679,124.080859530043,8.26,0.0244400439982432,0.86856557,1.38485848,0.0244400439982432,0.86856557,1.38485848,"no appendage",1,"none",0.535685295035904,0.0310615048392132,17.2459543672731,0,"unknown","unknown",0.482287547533377,0.482287547533377,324.582243280478,0.887612380424133,0.0092,NA,NA,1,1,0
"Loeseliastrum matthewsii","LOEMAT","Polemoniaceae","forb","native",4.2732,4.2732,229.670764301943,8.89,0.0173552381144649,1.3161427,3.57093968,0.0173552381144649,1.3161427,3.57093968,"no appendage",1,"none",0.464758138119866,0.0200730149072102,23.1533798120643,0,"unknown","unknown",1.19665981028277,1.19665981028277,1567.08542966811,1,0.0088,NA,NA,1,1,0
"Logfia filaginoides","LOGFIL","Asteraceae","forb","native",0.3325,0.3325,114.19515778326,13.825,0.0603693470902079,0.7311904,0.74230932,0.0603693470902079,0.7311904,0.74230932,"elongated appendage",1,"pappus",0.503667189952904,0.051309262166405,9.81630155427732,2,"wind","wind",0.44792647895085,0.44792647895085,30.1225247942033,1,0.0064,NA,NA,0,NA,NA
"Logfia gallica","LOGGAL","Asteraceae","forb","invasive",0.2117,0.2117,94.7257471959246,13.3,0.0237805562119853,0.833113925,1.4583039,0.0237805562119853,0.833113925,1.4583039,"no appendage",1,"none",0.473822843822844,0.0491763791763792,9.6351714330858,2,"wind","wind",0.145168644203722,0.145168644203722,68.6418014161783,1,0.0072,NA,NA,0,NA,NA
"Lupinus bicolor","LUPBIC","Fabaceae","forb","native",44.34,44.34,222.630656759875,20.21818965,0.0418810235714032,2.6854631,13.9687684,0.0418810235714032,2.6854631,13.9687684,"no appendage",1,"none",0.440651527439849,0.0672262773722628,6.55475127679254,1,"unassisted","unassisted",3.17422400674923,3.17422400674923,89.2781770691807,0.838871114331505,0.1604,NA,NA,0,0,0
"Lupinus hirsutissimus","LUPHIR","Fabaceae","forb","native",237.99,237.99,255.179217757363,60,0.0233475656033083,4.3051606,39.0356504,0.0233475656033083,4.3051606,39.0356504,"no appendage",1,"none",0.446181818181818,0.0514952978056426,8.66451573628782,1,"unassisted","unassisted",6.09673458905657,6.09673458905657,41.5562469067702,0.974066712787111,0.0944,NA,NA,0,0,0
"Lupinus kingii","LUPKIN","Fabaceae","forb","native",97.41,97.41,282.748510350922,6.14,0.0349205585847692,3.0865098,20.1821722,0.0349205585847692,3.0865098,20.1821722,"no appendage",0,"none",0.404975907484741,0.0535078702216511,7.56852974725341,1,"unassisted","unassisted",4.82653695720622,4.82653695720622,11.5181524149907,0.968669125165984,0.055,NA,NA,0,0,0
"Lupinus microcarpus","LUPMIC","Fabaceae","forb","native",244.71,244.71,293.178045514606,18.764,0.0559945377756187,9.01499398636364,59.9502385454545,0.0559945377756187,9.01499398636364,59.9502385454545,"no appendage",1,"none",0.449784978800727,0.0715081768625076,6.28997967135355,1,"unassisted","unassisted",4.08188534253221,4.08188534253221,14.3081699981974,0.949157274324738,0.0482,NA,NA,0,0,0
"Lupinus microcarpus var. horizontalis","LUPMICH","Fabaceae","forb","native",323.03,323.03,284.936301759772,44.6532,0.0315868415443106,5.35098445,59.293226,0.0315868415443106,5.35098445,59.293226,"no appendage",1,"none",0.438305637982196,0.0631839762611276,6.93697459258911,1,"unassisted","unassisted",5.44800851281055,5.44800851281055,32.9117197903793,0.952373897769435,0.0812,NA,NA,0,0,0
"Lupinus microcarpus var. microcarpus","LUPMICM","Fabaceae","forb","native",335.05,335.05,330.715992699289,44.6532,0.0272642934803157,4.9432903,49.352179,0.0272642934803157,4.9432903,49.352179,"no appendage",1,"none",0.48026770775237,0.0831901840490798,5.77312952534191,1,"unassisted","unassisted",6.78896062522386,6.78896062522386,2.13272788419267,0.923568269213604,0.1224,NA,NA,0,0,0
"Lupinus sparsiflorus","LUPSPA","Fabaceae","forb","native",66.1,66.1,295.536014508367,27.5,0.0284639346075579,2.9048202,16.2447914,0.0284639346075579,2.9048202,16.2447914,"no appendage",0,"none",0.450672077922078,0.0649123376623377,6.94277997299055,1,"unassisted","unassisted",4.06899654002328,4.06899654002328,40.8625948285071,0.984000087865546,0.0472,NA,NA,0,0,0
"Lupinus succulentus","LUPSUC","Fabaceae","forb","native",261.08,261.08,292.466917195344,31.6,0.0242531884584276,4.36276945,39.9032488,0.0242531884584276,4.36276945,39.9032488,"no appendage",0,"none",0.4487379708551,0.0648886444872147,6.91550847457627,1,"unassisted","unassisted",6.54282565583983,6.54282565583983,14.558650365619,0.982022598454418,0.1264,NA,NA,0,0,0
"Machaeranthera tagetina","MACTAG","Asteraceae","forb","native",6.6608,6.9605,193.08593680832,51,0.140085833723111,6.67599,14.431828,0.122598924319621,3.0185609625,6.59579017361111,"elongated appendage",1,"pappus",0.547243687252814,0.0436477030727107,12.5377430821775,2,"wind","wind",1.05529433423277,0.461535434042035,44.7762851993295,1,NA,0.0842,NA,0,NA,NA
"Madia elegans","MADELE","Asteraceae","forb","native",20.85,20.85,243.710578063073,32.9,0.11009665733426,3.8487205,13.2268522,0.11009665733426,3.8487205,13.2268522,"no appendage",0,"none",0.52214530714063,0.0437979420018709,11.9216858892211,4,"adhesive","adhesive",1.57633877544954,1.57633877544954,56.867005031857,1,NA,0.0692,NA,0,NA,NA
"Madia gracilis","MADGRA","Asteraceae","forb","native",27.865,20.56,206.639663628469,33.9,0.120492574629708,4.120147325,13.7144588,0.120492574629708,4.120147325,13.7144588,"elongated appendage",1,"hairs",0.509809820888232,0.0412843443164999,12.3796089281997,4,"adhesive","adhesive",1.49914774617282,2.03179727369191,77.285306736201,1,NA,0.0782,NA,0,NA,NA
"Malacothrix coulteri","MALCOU","Asteraceae","forb","native",2.6361,2.5805,152.94660318189,75,0.115946840581655,2.2822005,4.54968808,0.115946840581655,2.2822005,4.54968808,"elongated appendage",1,"pappus",0.525384144475054,0.0421426385062749,12.4668070889018,2,"unassisted","unassisted",0.567181739632577,0.579402357622723,93.433375250943,1,0.0126,0.0232,0.0358,0,NA,NA
"Malacothrix fendleri","MALFEN","Asteraceae","forb","native",1.7004,1.7004,131.406843905358,17.5,0.114289556426573,1.9897243,3.18446756,0.114289556426573,1.9897243,3.18446756,"no appendage",1,"none",0.549054400455711,0.0333466248931928,16.4650666211138,3,"small mammal (internal or caching)","ingestion",0.533966814848006,0.533966814848006,83.4144093253156,1,0.0066,0.0188,0.0254,0,NA,NA
"Malacothrix glabrata","MALGLA","Asteraceae","forb","native",2.5117,2.5117,160.649653522564,38.106,0.1385325199666,2.8848784,5.21109,0.1385325199666,2.8848784,5.21109,"elongated appendage",1,"pappus",0.508803232825614,0.0330867267640659,15.3778654641112,3,"small mammal (internal or caching)","ingestion",0.481991291649156,0.481991291649156,80.1910694441076,1,0.0068,0.0164,0.0232,0,NA,NA
"Malva parviflora","MALPAR","Malvaceae","forb","invasive",21.22,17.41,212.381059603954,65,0.00451997504920269,2.50377335,16.1827348,0.0127412903247325,1.7991717,7.765576,"no appendage",1,"none",0.462063752875452,0.0409891554387118,11.2728293113124,1,"unassisted","unassisted",2.24194573589905,1.31127403756255,98.2316867680583,0.392788110911985,0.0482,NA,NA,0,1,1
"Matthiola parviflora","MATPAR","Brassicaceae","forb","invasive",2.2556,2.2556,169.255650481678,22.7,0.0466982052429899,1.21643485,2.6628873,0.0466982052429899,1.21643485,2.6628873,"no appendage",0,"none",0.518657274295572,0.0591403105232892,8.76994506295882,1,"unassisted","unassisted",0.847050492899193,0.847050492899193,65.7130367686147,0.943501007350429,0.042,NA,NA,1,NA,NA
"Medicago polymorpha","MEDPOL","Fabaceae","forb","invasive",255.44,255.44,263.679840701498,30.707585775,0.0177314656207726,9.62069255,158.174718,0.0704895629840341,2.61899125,9.7018644,"elongated appendage",0,"hooks",0.514376801152738,0.0576512968299712,8.92220694826294,4,"adhesive","adhesive",26.3289600295795,1.61492306248335,112.851752048451,1,0.0298,0.0734,0.1032,0,0,0
"Melilotus indica","MELIND","Fabaceae","forb","invasive",15.96,15.96,242.202254487956,35,0.00870700983554589,1.7238367,7.0366212,0.00870700983554589,1.7238367,7.0366212,"no appendage",1,"none",0.433438107582631,0.0281691510045366,15.3869780282986,1,"unassisted","unassisted",2.26813403000861,2.26813403000861,10.9630004320479,0.921352022535598,0.0652,NA,NA,0,0,0
"Mentzelia albicaulis","MENALB","Loasaceae","forb","native",3.5497,3.5497,167.850014197316,23.5,0.0133884417555892,1.4623809,4.34702592,0.0133884417555892,1.4623809,4.34702592,"no appendage",1,"none",0.458397343343921,0.0364423909904707,12.5786846275753,1,"unassisted","unassisted",0.816581282312667,0.816581282312667,68.7450766887234,0.890466094527189,0.0162,NA,NA,0,1,0
"Mentzelia involucrata","MENINV","Loasaceae","forb","native",16.39,16.39,220.335555826955,21,0.05131691661188,2.41735975,10.2631134,0.05131691661188,2.41735975,10.2631134,"no appendage",1,"none",0.445250399573788,0.0420564730953649,10.5869647833798,1,"unassisted","unassisted",1.59698128250244,1.59698128250244,42.35568884012,0.860500942359882,0.0146,NA,NA,0,1,0
"Mentzelia micrantha","MENMIC","Loasaceae","forb","native",7.6805,7.6805,198.227479705698,45,0.0438011894206905,2.0561961,6.8072512,0.0438011894206905,2.0561961,6.8072512,"no appendage",1,"none",0.516007388462631,0.0291673770957658,17.691250974279,1,"unassisted","unassisted",1.12828214713158,1.12828214713158,33.4380680276653,0.84500842587943,0.027,NA,NA,0,1,0
"Micropus californicus","MICCAL","Asteraceae","forb","native",8.4658,0.6622,110.179666663175,17.5,0.00497785341520506,3.9971742,38.2937308,0.00497785341520506,3.9971742,38.2937308,"elongated appendage",NA,"pappus",0.438681898066784,0.0198031634446397,22.1521121760738,2,"wind","wind",0.0172926478085546,0.221075351582092,31.7347177120646,1,0.0292,NA,NA,0,NA,NA
"Microseris douglasii","MICDOU","Asteraceae","forb","native",20.3024,15.5528,175.44197467137,9.0964285725,0.0255540282568891,8.0231529,34.6689852,0.154969809643439,5.2579237,12.228465,"elongated appendage",1,"pappus",0.503683473389356,0.0233648459383754,21.5573205454818,2,"ant","ant",1.27185219076965,0.585606988000329,97.9109527268998,1,0.0312,0.0726,0.1038,0,NA,NA
"Microseris elegans","MICELE","Asteraceae","forb","native",4.5395,4.3479,148.167964118584,6.96,0.106082324674021,7.369513,14.150222,0.138811599250416,3.329132125,6.4470945,"elongated appendage",1,"pappus",0.472405165456013,0.0356362658057573,13.2563037898233,1,"unassisted","unassisted",0.674396815495724,0.320807687681508,84.7232041509737,1,0.027,0.0916,0.1186,0,NA,NA
"Microsteris gracilis","MICGRA","Polemoniaceae","forb","native",8.87675,8.87675,165.909377522434,7.25,0.0765160618352894,2.24010175,7.10574598,0.0765160618352894,2.24010175,7.10574598,"no appendage",1,"none",0.470654652445752,0.0295991173225451,15.9009691848907,0,"unknown","unknown",1.24923548139558,1.24923548139558,382.2532049577,0.93502551841004,0.0426,NA,NA,1,1,0
"Minuartia douglasii","MINDOU","Caryophyllaceae","forb","native",2.5506,2.5506,122.80006368362,8.85,0.0580316699122359,1.49118525,4.51041242,0.0580316699122359,1.49118525,4.51041242,"no appendage",0,"none",0.424280946601942,0.0182797330097087,23.2104564315353,1,"unassisted","unassisted",0.565491525495578,0.565491525495578,62.3327072388421,1.89856883833403,0.0098,NA,NA,0,1,1
"Mohavea confertiflora","MOHCON","Plantaginaceae","forb","native",1.7053,1.7053,116.196582478631,22.5,0.0449691755781808,1.672875,4.616064,0.0449691755781808,1.672875,4.616064,"flat appendage",0,"",0.558076196473552,0.0230793450881612,24.1807639836289,2,"wind","wind",0.369427286970025,0.369427286970025,128.999785304777,0.873656746712346,0.03,NA,NA,0,1,0
"Monarda citriodora var. austromontana","MONCITA","Lamiaceae","forb","native",4.1776,4.1776,163.906516247214,65.48,0.0241950665011159,1.3161428,3.48139136,0.0241950665011159,1.3161428,3.48139136,"no appendage",1,"none",0.536721453287197,0.0337370242214533,15.9089743589744,2,"ant","ant",1.1999799988014,1.1999799988014,12.6972862951529,0.846851811955112,0.0156,NA,NA,0,1,0
"Monardella breweri ssp. lanceolata","MONBREL","Lamiaceae","forb","native",4.402,4.402,166.548395148203,37,0.0405525694973669,1.3693202,3.3038654,0.0405525694973669,1.3693202,3.3038654,"no appendage",0,"none",0.593591848112243,0.0375785920029733,15.7960108794198,1,"unassisted","unassisted",1.33237873431527,1.33237873431527,146.156952326655,0.945502579009426,0.0256,0.0314,0.057,1,1,0
"Monolopia lanceolata","MONLAN","Asteraceae","forb","native",10.4176,10.4176,158.658543955786,36,0.0905305062287469,2.993449125,9.4895799,0.0905305062287469,2.993449125,9.4895799,"elongated appendage",1,"hairs",0.527965945515138,0.0321317020079012,16.5379187236327,1,"unassisted","unassisted",1.09779359147395,1.09779359147395,75.8490371622209,1,0.0692,NA,NA,0,NA,NA
"Monoptilon bellioides","MONBEL","Asteraceae","forb","native",1.6732,1.6732,114.431222923069,25,0.125426873305864,3.4831252,6.72005894,0.0975139609231394,1.7570728,2.72258612,"elongated appendage",1,"pappus",0.507213432353891,0.0320083952211818,15.8462624836074,2,"wind","wind",0.614562745218138,0.248985911424164,59.8785938930829,1,0.0102,NA,NA,0,NA,NA
"Muhlenbergia microsperma","MUHMIC","Poaceae","grass","native",1.7813,1.7813,179.95187772314,35,0.168878449239962,5.63681335,5.27903694,0.147483859264637,2.1758455,2.30155152,"elongated appendage",0,"awn",0.408617021276596,0.0221780515117581,18.4243877808634,4,"adhesive","adhesive",0.773956170227291,0.337428970519763,33.0902357579332,0.415835292906165,NA,NA,0.0064,0,1,1
"Navarretia atractyloides","NAVATR","Polemoniaceae","forb","native",1.853,1.853,166.311170780497,17,0.0223071765095347,0.89515432,1.4681228,0.0223071765095347,0.89515432,1.4681228,"no appendage",1,"none",0.486407953816549,0.0329923027581783,14.7430737824439,1,"ballistic","unassisted",1.26215599948451,1.26215599948451,698.820766909493,1,0.029,NA,NA,1,1,0
"Navarretia hamata","NAVHAM","Polemoniaceae","forb","native",1.3592,1.3592,161.824316704314,19,0.0256057706803219,0.96605764,1.70141996,0.0256057706803219,0.96605764,1.70141996,"no appendage",1,"none",0.453612363168062,0.0365936896329684,12.395917649129,1,"ballistic","unassisted",0.79886214571034,0.79886214571034,488.14792118592,0.850730838984579,0.0058,NA,NA,1,1,0
"Navarretia pubescens","NAVPUB","Polemoniaceae","forb","native",7.1503,7.1503,184.466670744082,11.3,0.0702783165389691,2.0251759,5.1977364,0.0702783165389691,2.0251759,5.1977364,"no appendage",1,"none",0.523120923231309,0.0449222277972905,11.6450351837373,1,"ballistic","unassisted",1.37565652617551,1.37565652617551,66.4087186223657,0.902392572761871,0.0228,NA,NA,0,1,0
"Nemacladus longiflorus var. breviflorus","NEMLONB","Campanulaceae","forb","native",0.2963,0.2963,92.6023985527591,7.875,0.00668702713993709,0.43428278,0.447742132,0.00668702713993709,0.43428278,0.447742132,"no appendage",0,"none",0.507249760153502,0.021487048289095,23.6072332192291,1,"unassisted","unassisted",0.661764839231167,0.661764839231167,194.530326366445,0.847630862055125,0.0058,NA,NA,0,1,1
"Nemophila menziesii","NEMMEN","Boraginaceae","forb","native",11.9712,11.9712,184.006929294452,13.55,0.0164637843742468,1.4978325,5.00999804,0.0164637843742468,1.4978325,5.00999804,"no appendage",1,"none",0.421207667731629,0.0201533546325879,20.9001268230818,2,"ant","ant",2.38946201264382,2.38946201264382,90.8878208016398,0.761999136667014,0.0228,NA,NA,0,0,0
"Osmadenia tenella","OSMTEN","Asteraceae","forb","native",4.1726,4.1726,190.899746177667,22.5,0.147957920572176,5.1050384,10.6279836,0.0839622491017517,1.811358,3.2539855,"elongated appendage",1,"pappus",0.506934561626429,0.0265120711562897,19.1208962377187,2,"wind","wind",1.28230442329875,0.392605046925364,75.2563733740898,1,NA,0.009,NA,0,NA,NA
